arch,t,n_mc,n_valid,p_invalid,p_err<0.1deg,p_err<0.1deg_lo,p_err<0.1deg_hi,p_err<1.0deg,p_err<1.0deg_lo,p_err<1.0deg_hi,p_err<5.0deg,p_err<5.0deg_lo,p_err<5.0deg_hi,median_err_deg,iqr_err_deg,mean_err_deg,p95_err_deg,p_catastrophic
M1_single_star,1000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M1_single_star,10000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M1_single_star,100000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M1_single_star,1000000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M1_single_star,10000000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M1_single_star,100000000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M2_star_triangle,1000.0,2000,1721,0.13949999999999996,0.612,0.5904484568414643,0.6331221245675349,0.8235,0.8061758502504,0.8395838201586294,0.845,0.8284791517075799,0.8601980856683554,0.0573642950451106,0.0838776661228045,0.726899831578649,0.8803745271640796,0.0055
M2_star_triangle,10000.0,2000,1521,0.23950000000000005,0.0275,0.021188498165677007,0.03562311151510701,0.5775,0.5557234463021639,0.5989794113692419,0.7385,0.718796358480818,0.7572892099660243,0.5303002029798239,0.6581995066403199,1.6603819752581503,3.2194131234927235,0.008
M2_star_triangle,100000.0,2000,345,0.8275,0.0,1.0842021724855044e-19,0.001917047281252934,0.008,0.0049302968532159265,0.012956077671536958,0.121,0.10742889948295903,0.13602422235623068,3.5763933044887097,3.379764676083189,5.731251544153479,14.09513090717963,0.003
M2_star_triangle,1000000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M2_star_triangle,10000000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M2_star_triangle,100000000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M3_stars_10,1000.0,2000,2000,0.0,0.9845,0.97808335411817,0.9890590270662959,0.998,0.994868648214923,0.9992219726929489,1.0,0.9980829527187469,0.9999999999999998,0.01869391192308065,0.015372537222102299,0.029202109856536013,0.043231932145514344,0.0
M3_stars_10,10000.0,2000,2000,0.0,0.184,0.16762932898245075,0.20158224489930104,0.997,0.9934700849260646,0.9986243700763698,1.0,0.9980829527187469,0.9999999999999998,0.19173695520064427,0.15015529439649242,0.2131610781442945,0.4509475831936683,0.0
M3_stars_10,100000.0,2000,1976,0.01200000000000001,0.0005,8.826773070546787e-05,0.0028268625032662133,0.079,0.0679692639204037,0.09164488989041128,0.8065,0.7886059138137534,0.8232189362028385,2.9796418794658943,2.4876283775947066,5.137957185153556,8.917787908572794,0.023
M3_stars_10,1000000.0,2000,2,0.999,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,57.001127114806195,12.334563970744505,57.001127114806195,68.10223468847626,0.001
M3_stars_10,10000000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M3_stars_10,100000000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M3_stars_100,1000.0,2000,2000,0.0,0.9945,0.9901779372483848,0.9969261029904561,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.00609220874478005,0.005165539410175875,0.01095973348830136,0.04796993211036134,0.0
M3_stars_100,10000.0,2000,2000,0.0,0.8705,0.8550719644987861,0.8845075034658054,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.057117805911967745,0.042802434229820274,0.06132648567191903,0.12225340344325068,0.0
M3_stars_100,100000.0,2000,2000,0.0,0.0045,0.0023692806369618345,0.008530513218759823,0.3515,0.3308785183636282,0.37269084467890384,1.0,0.9980829527187469,0.9999999999999998,1.2393268641170818,0.9660451945257159,1.3313626104119003,2.644408558324185,0.0
M3_stars_100,1000000.0,2000,580,0.71,0.0,1.0842021724855044e-19,0.001917047281252934,0.0005,8.826773070546787e-05,0.0028268625032662133,0.0045,0.0023692806369618345,0.008530513218759823,44.928127438084545,53.75607804703943,56.191619927821854,140.15745519337065,0.1955
M3_stars_100,10000000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M3_stars_100,100000000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M3_stars_20,1000.0,2000,2000,0.0,0.979,0.971736989530377,0.9844264791741825,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.012845200680934199,0.0097343027400854,0.019463444968914907,0.029183688597238713,0.0
M3_stars_20,10000.0,2000,2000,0.0,0.338,0.3175971051636417,0.35902401815548424,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.1299740401503983,0.10336632675790283,0.140965419214358,0.27983738600790065,0.0
M3_stars_20,100000.0,2000,2000,0.0,0.0015,0.0005102635836384819,0.004401032555770693,0.15,0.1350225249497082,0.1663194081471688,0.955,0.9450093040187729,0.9632461829552866,2.1341150536197317,1.8246167497930332,2.4431132598474314,4.929197929578799,0.0005
M3_stars_20,1000000.0,2000,14,0.993,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,40.25992947761521,38.0631553463148,52.00012702445257,131.55757081167081,0.0045
M3_stars_20,10000000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M3_stars_20,100000000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M3_stars_50,1000.0,2000,2000,0.0,0.9775,0.9700270953304039,0.9831421245159996,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.00823982489835645,0.0068689675296422755,0.01350752033872848,0.03336971023370247,0.0
M3_stars_50,10000.0,2000,2000,0.0,0.669,0.6480698549657751,0.6892821830531615,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.078231936939994,0.06162167706789838,0.0859219804238343,0.1721860092191999,0.0
M3_stars_50,100000.0,2000,2000,0.0,0.0015,0.0005102635836384819,0.004401032555770693,0.235,0.2169366617147952,0.2540793733442688,0.998,0.994868648214923,0.9992219726929489,1.6081724087808376,1.224703254848039,1.7075730385829067,3.3465933611863803,0.0
M3_stars_50,1000000.0,2000,120,0.94,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.002,0.0007780273070510575,0.005131351785076866,43.738552379570976,48.343811127410945,54.002081964372096,135.73472021608896,0.0395
M3_stars_50,10000000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M3_stars_50,100000000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M4_pulsars_10,1000.0,2000,2000,0.0,0.9855,0.9792532244366937,0.9898853226532097,0.9985,0.9955989674442294,0.9994897364163615,1.0,0.9980829527187469,0.9999999999999998,0.0053326227484803,0.0041516204532274,0.013857106501484383,0.011979079039922092,0.0
M4_pulsars_10,10000.0,2000,2000,0.0,0.967,0.9582322305395993,0.9739772472997102,0.996,0.9921265357039621,0.9979717533930348,1.0,0.9980829527187469,0.9999999999999998,0.03757848292580535,0.030999041664502444,0.05368257285565604,0.08918414155838017,0.0
M4_pulsars_10,100000.0,2000,2000,0.0,0.056,0.04674833393876454,0.06695400404698805,0.982,0.9751819578651543,0.9869700085557177,1.0,0.9980829527187469,0.9999999999999998,0.37295495101392695,0.3151891954939433,0.4109050739379378,0.8641780581144616,0.0
M4_pulsars_10,1000000.0,2000,1933,0.033499999999999974,0.0,1.0842021724855044e-19,0.001917047281252934,0.016,0.011356235350080627,0.02249946641817221,0.332,0.3117002598749665,0.35294386801153443,6.560559046116135,5.812387883025611,10.538573957842317,29.34246091957361,0.048
M4_pulsars_10,10000000.0,2000,1,0.9995,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,27.01646845183981,0.0,27.01646845183981,27.01646845183981,0.0
M4_pulsars_10,100000000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M4_pulsars_20,1000.0,2000,2000,0.0,0.9805,0.9734549739114068,0.9857027436513092,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.0036311459224506,0.003080727625751125,0.009522122253527438,0.008562350794224653,0.0
M4_pulsars_20,10000.0,2000,2000,0.0,0.9785,0.9711661662609156,0.9839992194909254,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.025353010896523302,0.0202091689039106,0.03199045125258319,0.05860225667092207,0.0
M4_pulsars_20,100000.0,2000,2000,0.0,0.104,0.09137205082544919,0.1181462506213031,0.999,0.9963610657309615,0.9997257210823479,1.0,0.9980829527187469,0.9999999999999998,0.25319206400905936,0.19755045278215053,0.2732973430532906,0.5535520610843562,0.0
M4_pulsars_20,1000000.0,2000,2000,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.029,0.022500401616129873,0.03730545692281039,0.4905,0.46863010699531177,0.5124063169030318,5.099419316458783,4.032064589344803,5.853864688882541,11.634114608878631,0.005
M4_pulsars_20,10000000.0,2000,14,0.993,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,67.42829849529858,38.31728927749238,67.00170232374624,119.10692690866966,0.006
M4_pulsars_20,100000000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M4_pulsars_50,1000.0,2000,2000,0.0,0.9765,0.9688912783026569,0.9822817756383091,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.0022527859565343,0.0017959068479549002,0.007801500077262304,0.024998444933999622,0.0
M4_pulsars_50,10000.0,2000,2000,0.0,0.976,0.9683245276915415,0.9818504432967055,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.0161326364508821,0.013424946717038273,0.021095653951803066,0.04513788730033179,0.0
M4_pulsars_50,100000.0,2000,2000,0.0,0.2495,0.23102772088526663,0.26893271980264105,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.1560335673060975,0.12244395833768876,0.16662136946793127,0.32727401433987635,0.0
M4_pulsars_50,1000000.0,2000,2000,0.0,0.0005,8.826773070546787e-05,0.0028268625032662133,0.0465,0.03810906851120825,0.056629693372888146,0.6685,0.647562980391453,0.6887909746747648,3.901814430441898,3.0615974914385045,4.185052924261323,8.059753129343408,0.0
M4_pulsars_50,10000000.0,2000,98,0.951,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,58.37183676410736,42.83521477963984,65.10344191368021,131.4167393218655,0.041
M4_pulsars_50,100000000.0,2000,0,1.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,,,,,1.0
M5_quasars_10,1000.0,2000,2000,0.0,0.982,0.9751819578651543,0.9869700085557177,0.9995,0.9971731374967338,0.9999117322692944,1.0,0.9980829527187469,0.9999999999999998,0.0037031834687442497,0.0030134756417700753,0.012720201846076208,0.009191685596819594,0.0
M5_quasars_10,10000.0,2000,2000,0.0,0.981,0.974029585433736,0.9861262150816985,0.9975,0.9941608466835673,0.9989316912715861,1.0,0.9980829527187469,0.9999999999999998,0.0036986855317739497,0.0030919956963740003,0.01444387679615218,0.008742163946627786,0.0
M5_quasars_10,100000.0,2000,2000,0.0,0.9835,0.9769190388862818,0.9882271763927466,0.999,0.9963610657309615,0.9997257210823479,1.0,0.9980829527187469,0.9999999999999998,0.0051991162908903,0.004373879878160526,0.014190310110543166,0.012699948904646584,0.0
M5_quasars_10,1000000.0,2000,2000,0.0,0.962,0.9526962482408641,0.969532400071258,0.998,0.994868648214923,0.9992219726929489,1.0,0.9980829527187469,0.9999999999999998,0.0373280933765614,0.031490961348694654,0.052160685313743724,0.09205126589107925,0.0
M5_quasars_10,10000000.0,2000,2000,0.0,0.0405,0.03270494331440327,0.05005682313706816,0.967,0.9582322305395993,0.9739772472997102,1.0,0.9980829527187469,0.9999999999999998,0.3875460231167057,0.31682535508095766,0.4342624626829029,0.917510301809818,0.0
M5_quasars_10,100000000.0,2000,1817,0.09150000000000003,0.0,1.0842021724855044e-19,0.001917047281252934,0.0085,0.005313767739685552,0.013570689737786079,0.3125,0.2925617906256879,0.3331571021047819,6.922452919455468,6.988531915754789,13.038043798800798,53.17480261143243,0.073
M5_quasars_100,1000.0,2000,2000,0.0,0.9985,0.9955989674442294,0.9994897364163615,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.001180667304144,0.0010512852216783251,0.005011099871740052,0.03513007703173874,0.0
M5_quasars_100,10000.0,2000,2000,0.0,0.996,0.9921265357039621,0.9979717533930348,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.0011977245981882,0.0010446491506545998,0.005181663709227085,0.03567432792092122,0.0
M5_quasars_100,100000.0,2000,2000,0.0,0.9975,0.9941608466835673,0.9989316912715861,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.0017340538759321,0.0015870785816634,0.00624500269660841,0.04172270534066329,0.0
M5_quasars_100,1000000.0,2000,2000,0.0,0.9925,0.9876620858637751,0.9954496225641908,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.011748058242138,0.010345428031323526,0.016723626173318934,0.055503012481472505,0.0
M5_quasars_100,10000000.0,2000,2000,0.0,0.4225,0.401020588630758,0.4442765536978361,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.1134396623714436,0.08446446043535319,0.12044806782025735,0.2328910382279791,0.0
M5_quasars_100,100000000.0,2000,2000,0.0,0.0005,8.826773070546787e-05,0.0028268625032662133,0.0555,0.04629144858684901,0.06641280644618483,0.7965,0.7782949017955278,0.8135682891666891,3.3018215711629715,2.515835839777248,3.535044610748425,6.942488779278089,0.0
M5_quasars_20,1000.0,2000,2000,0.0,0.979,0.971736989530377,0.9844264791741825,0.9995,0.9971731374967338,0.9999117322692944,1.0,0.9980829527187469,0.9999999999999998,0.0025109221763278504,0.0019574014572470997,0.009123607012296617,0.005957092588958875,0.0
M5_quasars_20,10000.0,2000,2000,0.0,0.9785,0.9711661662609156,0.9839992194909254,0.9995,0.9971731374967338,0.9999117322692944,1.0,0.9980829527187469,0.9999999999999998,0.0025751298916219002,0.0020862622195941503,0.00940863494883876,0.006227977921234796,0.0
M5_quasars_20,100000.0,2000,2000,0.0,0.98,0.9728813608112625,0.9852782737987344,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.00350255847543995,0.0027844333099158506,0.009255038756199315,0.008502269148063414,0.0
M5_quasars_20,1000000.0,2000,2000,0.0,0.9735,0.9655014766396225,0.979683079585031,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.02567022258395945,0.02099259643357235,0.03372580802914219,0.06086034437062027,0.0
M5_quasars_20,10000000.0,2000,2000,0.0,0.0965,0.0843220272921492,0.11022502986382192,0.999,0.9963610657309615,0.9997257210823479,1.0,0.9980829527187469,0.9999999999999998,0.2602884497808262,0.2145732824679653,0.2828357605885739,0.5651775916096107,0.0
M5_quasars_20,100000000.0,2000,2000,0.0,0.001,0.0002742789176520342,0.003638934269038394,0.023,0.017287655978080053,0.030541207128235243,0.4575,0.4357685014943605,0.47939444752454585,5.339506103994319,4.435223755058631,6.876998940286339,13.58183822327907,0.0135
M5_quasars_50,1000.0,2000,2000,0.0,0.985,0.9786675621742913,0.9894729019628932,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.00157002295612925,0.0013077209997242002,0.0061039207405682435,0.02285098424201687,0.0
M5_quasars_50,10000.0,2000,2000,0.0,0.9815,0.9746052332822633,0.9865486501858901,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.00162589931648395,0.001322973702468275,0.0061034391327627535,0.016207107177649914,0.0
M5_quasars_50,100000.0,2000,2000,0.0,0.983,0.9763388128481535,0.987809319478156,1.0,0.9980829527187469,0.9999999999999998,1.0,0.9980829527187469,0.9999999999999998,0.002353079472555,0.0018804250993569999,0.006835976189539533,0.020779621329998145,0.0
