n_tot,t,n_star,n_pulsar,n_quasar,n_galaxy,n_mc,n_valid,p_invalid,p_err<0.1deg,p_err<0.1deg_lo,p_err<0.1deg_hi,p_err<1.0deg,p_err<1.0deg_lo,p_err<1.0deg_hi,p_err<5.0deg,p_err<5.0deg_lo,p_err<5.0deg_hi,median_err_deg,iqr_err_deg,mean_err_deg,p95_err_deg,p_catastrophic
20,1000000.0,0,0,0,20,300,300,0.0,0.91,0.8722229892013517,0.9374097743945206,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.05379399928889505,0.04090133214758189,0.05928241868724874,0.12085100132820069,0.0
20,1000000.0,0,0,10,10,300,300,0.0,0.9566666666666667,0.9272825343659885,0.9745035519155927,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.04219070812134705,0.027830895117398526,0.048184221309138305,0.09515504945198025,0.0
20,1000000.0,0,0,20,0,300,300,0.0,0.96,0.9313957879613599,0.9769726785120576,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.0280351677202227,0.022828093276415377,0.03959950509187585,0.07706812071173959,0.0
20,1000000.0,0,10,0,10,300,300,0.0,0.02666666666666667,0.01357306980864708,0.05172894295058982,0.74,0.6875519770721528,0.7863793967400652,0.9866666666666667,0.9662244697474675,0.9948030382606411,0.6634496275735915,0.6427445363276431,0.861774305301398,2.0049428307965487,0.0
20,1000000.0,0,10,10,0,300,300,0.0,0.07,0.046236944827176336,0.10463601042593323,0.7666666666666667,0.715618653578636,0.8109717617682728,0.9833333333333333,0.9615846051669054,0.9928605226493666,0.5945808544371386,0.6262650084705232,0.8145550391568709,1.7453307291039855,0.0
20,1000000.0,0,20,0,0,300,300,0.0,0.0,8.673617379884035e-19,0.012642971224546034,0.03,0.01586185380943231,0.05602253914164096,0.48333333333333334,0.4273544128335898,0.5397336862072283,5.086350419753888,3.514066477976567,5.447105633001174,10.402231284544474,0.0
20,1000000.0,10,0,0,10,300,300,0.0,0.7233333333333334,0.6701300560341223,0.7708894168189138,0.9966666666666667,0.9813633063054688,0.9994113422781488,1.0,0.9873570287754538,0.9999999999999998,0.07460041023980575,0.06127780425575523,0.09800617739668298,0.22206528593377486,0.0
20,1000000.0,10,0,10,0,300,300,0.0,0.9333333333333333,0.899276940483885,0.9564324844548417,0.9966666666666667,0.9813633063054688,0.9994113422781488,1.0,0.9873570287754538,0.9999999999999998,0.039670619875065205,0.039026068896693425,0.05912956535490209,0.11524976841381165,0.0
20,1000000.0,10,10,0,0,300,293,0.023333333333333317,0.0,8.673617379884035e-19,0.012642971224546034,0.01,0.003406618437715286,0.02898349336233983,0.2866666666666667,0.23844603884969776,0.3402816288727752,7.461445420718433,6.726247423560608,14.423073221781834,69.27669070728967,0.09666666666666666
20,1000000.0,20,0,0,0,300,2,0.9933333333333333,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,110.33606177730206,27.010720870789015,110.33606177730206,134.64571056101218,0.006666666666666667
20,10000000.0,0,0,0,20,300,300,0.0,0.03666666666666667,0.02059530516285303,0.06445384817189295,0.8333333333333334,0.7870033503873166,0.8712346687963193,1.0,0.9873570287754538,0.9999999999999998,0.5873872045107427,0.4980148508928572,0.6402253167480578,1.2585156955381325,0.0
20,10000000.0,0,0,10,10,300,300,0.0,0.056666666666666664,0.03567747646328951,0.08886595802247463,0.9533333333333334,0.923202639772079,0.9720010663176659,1.0,0.9873570287754538,0.9999999999999998,0.4353525728591773,0.35164452935175405,0.4776294136784939,0.9921582796366375,0.0
20,10000000.0,0,0,20,0,300,300,0.0,0.09,0.06259022560547936,0.12777701079864834,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.25059068312973515,0.2076151197474665,0.26897902232910315,0.5174151625397836,0.0
20,10000000.0,0,10,0,10,300,300,0.0,0.02666666666666667,0.01357306980864708,0.05172894295058982,0.57,0.513441160762328,0.6247888232662354,0.9866666666666667,0.9662244697474675,0.9948030382606411,0.9102162591373524,0.7872816928543819,2.5597811723642114,2.237693595041042,0.013333333333333334
20,10000000.0,0,10,10,0,300,300,0.0,0.04,0.023027321487942308,0.06860421203864003,0.98,0.9570603791821394,0.9908023684422963,1.0,0.9873570287754538,0.9999999999999998,0.362324474124855,0.3114185456564569,0.42689498635770934,0.9091301339277688,0.0
20,10000000.0,0,20,0,0,300,0,1.0,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,,,,,1.0
20,10000000.0,10,0,0,10,300,300,0.0,0.006666666666666667,0.0018301483579117855,0.023977583250306973,0.57,0.513441160762328,0.6247888232662354,0.9866666666666667,0.9662244697474675,0.9948030382606411,0.8923250493050028,0.8208586865291019,1.7298184541073487,2.3577740267428746,0.01
20,10000000.0,10,0,10,0,300,300,0.0,0.03666666666666667,0.02059530516285303,0.06445384817189295,0.97,0.9439774608583589,0.9841381461905676,1.0,0.9873570287754538,0.9999999999999998,0.3851743149413793,0.35203113534514596,0.4401119313918308,0.9153471403066309,0.0
20,10000000.0,10,10,0,0,300,0,1.0,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,,,,,1.0
20,10000000.0,20,0,0,0,300,0,1.0,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,,,,,1.0
20,100000000.0,0,0,0,20,300,277,0.07666666666666666,0.0,8.673617379884035e-19,0.012642971224546034,0.013333333333333334,0.005196961739358857,0.03377553025253262,0.09,0.06259022560547936,0.12777701079864834,15.239025622909036,18.25775829654224,30.76770129696433,121.22725248551387,0.22
20,100000000.0,0,0,10,10,300,299,0.0033333333333332993,0.0,8.673617379884035e-19,0.012642971224546034,0.01,0.003406618437715286,0.02898349336233983,0.30666666666666664,0.2572057600770161,0.3610161887964749,7.21882439116587,7.474519017679193,14.369341174230676,62.99105941716188,0.06666666666666667
20,100000000.0,0,0,20,0,300,300,0.0,0.0,8.673617379884035e-19,0.012642971224546034,0.02,0.009197631557703617,0.042939620817860576,0.45666666666666667,0.40120290256178365,0.5132261549443436,5.364954168588727,4.484172766915351,6.45497957754601,11.546990234525147,0.006666666666666667
20,100000000.0,0,10,0,10,300,124,0.5866666666666667,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.03333333333333333,0.01820494733885481,0.06026182580405482,18.504258562361134,22.112346569026133,32.08697802298588,105.64129142015614,0.11666666666666667
20,100000000.0,0,10,10,0,300,279,0.06999999999999995,0.0,8.673617379884035e-19,0.012642971224546034,0.006666666666666667,0.0018301483579117855,0.023977583250306973,0.23333333333333334,0.18902823823172718,0.28438134642136403,8.793932568015434,10.01860591414656,18.300981333391558,85.36739471218094,0.15
20,100000000.0,0,20,0,0,300,0,1.0,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,,,,,1.0
20,100000000.0,10,0,0,10,300,122,0.5933333333333333,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.016666666666666666,0.00713947735063333,0.0384153948330945,19.049671012553063,22.990603074787515,32.781480315517435,103.18094253725951,0.12333333333333334
20,100000000.0,10,0,10,0,300,279,0.06999999999999995,0.0,8.673617379884035e-19,0.012642971224546034,0.013333333333333334,0.005196961739358857,0.03377553025253262,0.25666666666666665,0.21053333722579365,0.30895290877015197,7.050877089476901,8.82905779821921,16.79883226171005,78.50298681809392,0.14
20,100000000.0,10,10,0,0,300,0,1.0,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,,,,,1.0
20,100000000.0,20,0,0,0,300,0,1.0,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,,,,,1.0
30,1000000.0,0,0,0,30,300,300,0.0,0.95,0.9191529665272558,0.9694683593706526,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.0417868641516902,0.033634873953645505,0.05172476407647215,0.09937756491842109,0.0
30,1000000.0,0,0,10,20,300,300,0.0,0.9533333333333334,0.923202639772079,0.9720010663176659,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.0348684267073803,0.029456817738055526,0.04327599966417419,0.08799509867103858,0.0
30,1000000.0,0,0,20,10,300,300,0.0,0.98,0.9570603791821394,0.9908023684422963,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.02959432330905895,0.026366302532263804,0.035305575386997724,0.0699082894965977,0.0
30,1000000.0,0,0,30,0,300,300,0.0,0.9833333333333333,0.9615846051669054,0.9928605226493666,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.0208335746034259,0.016663089800640726,0.026034497693184583,0.048420523651440395,0.0
30,1000000.0,0,10,0,20,300,300,0.0,0.06333333333333334,0.040916882383915276,0.09679131248552161,0.98,0.9570603791821394,0.9908023684422963,1.0,0.9873570287754538,0.9999999999999998,0.3102130590718909,0.2890535144708851,0.37671846607003784,0.84966337814958,0.0
30,1000000.0,0,10,10,10,300,300,0.0,0.09,0.06259022560547936,0.12777701079864834,0.9833333333333333,0.9615846051669054,0.9928605226493666,1.0,0.9873570287754538,0.9999999999999998,0.3382349443454319,0.3111594598767511,0.3866465601113495,0.8603043516750251,0.0
