n_tot,t,n_star,n_pulsar,n_quasar,n_galaxy,n_mc,n_valid,p_invalid,p_err<0.1deg,p_err<0.1deg_lo,p_err<0.1deg_hi,p_err<1.0deg,p_err<1.0deg_lo,p_err<1.0deg_hi,p_err<5.0deg,p_err<5.0deg_lo,p_err<5.0deg_hi,median_err_deg,iqr_err_deg,mean_err_deg,p95_err_deg,p_catastrophic
30,1000000.0,0,10,20,0,300,300,0.0,0.13666666666666666,0.10236514609208625,0.1801554129977505,0.9733333333333334,0.9482710570494102,0.9864269301913529,1.0,0.9873570287754538,0.9999999999999998,0.29551926660888,0.31427490920740364,0.3572734267840073,0.8605336673749855,0.0
30,1000000.0,0,20,0,10,300,300,0.0,0.01,0.003406618437715286,0.02898349336233983,0.6466666666666666,0.5910330291100347,0.698591699330765,0.9933333333333333,0.9760224167496929,0.998169851642088,0.8548848665024681,0.7083489706467581,1.0355012633726142,2.610705766570029,0.0
30,1000000.0,0,20,10,0,300,300,0.0,0.02666666666666667,0.01357306980864708,0.05172894295058982,0.6166666666666667,0.5605031391673366,0.669880167546936,0.9933333333333333,0.9760224167496929,0.998169851642088,0.7745639691415727,0.8279557572515929,0.9753809835810086,2.510307415307935,0.0
30,1000000.0,0,30,0,0,300,300,0.0,0.0,8.673617379884035e-19,0.012642971224546034,0.05,0.03053164062934728,0.08084703347274415,0.59,0.5335482149789318,0.6441760502006498,4.4361982253011,4.088928089307464,4.715128615205329,9.134959270652582,0.0
30,1000000.0,10,0,0,20,300,300,0.0,0.86,0.8161683876490509,0.8947286730692758,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.056625814359867646,0.04190664596784265,0.07069568216543437,0.14991689893724833,0.0
30,1000000.0,10,0,10,10,300,300,0.0,0.92,0.8837267595665261,0.9456531446048553,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.0411352886598395,0.03633334997614275,0.06075274194837424,0.19865118093081902,0.0
30,1000000.0,10,0,20,0,300,300,0.0,0.9466666666666667,0.9151308582251686,0.9669080874809034,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.0250308225805903,0.0215207822509476,0.038293881443776635,0.10770046758517876,0.0
30,1000000.0,10,10,0,10,300,300,0.0,0.043333333333333335,0.025496448084407246,0.07271746563401146,0.7733333333333333,0.7226746795338672,0.8170804961967142,1.0,0.9873570287754538,0.9999999999999998,0.5739553974637011,0.5983260577390141,0.7338920303044523,1.852369832556934,0.0
30,1000000.0,10,10,10,0,300,300,0.0,0.056666666666666664,0.03567747646328951,0.08886595802247463,0.8,0.7510710762322137,0.8413431410330587,1.0,0.9873570287754538,0.9999999999999998,0.5677707890208528,0.5375444105919025,0.7062741155310847,1.6043234859956128,0.0
30,1000000.0,10,20,0,0,300,300,0.0,0.0,8.673617379884035e-19,0.012642971224546034,0.03,0.01586185380943231,0.05602253914164096,0.48333333333333334,0.4273544128335898,0.5397336862072283,5.171923104597817,4.408492255094144,6.168402519777138,11.852869774321432,0.01
30,1000000.0,20,0,0,10,300,300,0.0,0.61,0.553748567961591,0.6634699783690088,0.9933333333333333,0.9760224167496929,0.998169851642088,1.0,0.9873570287754538,0.9999999999999998,0.0854764934224434,0.07489176698843311,0.13544575129489644,0.4106079024066745,0.0
30,1000000.0,20,0,10,0,300,300,0.0,0.9066666666666666,0.8684146029829267,0.934635780421109,0.9933333333333333,0.9760224167496929,0.998169851642088,1.0,0.9873570287754538,0.9999999999999998,0.0403971659363284,0.03311061869047925,0.07564568843823581,0.2919014412401639,0.0
30,1000000.0,20,10,0,0,300,297,0.010000000000000009,0.0,8.673617379884035e-19,0.012642971224546034,0.01,0.003406618437715286,0.02898349336233983,0.3466666666666667,0.2950585411049252,0.40215197007060216,6.609827575083061,8.032816209191411,16.569388542305937,91.07027479668203,0.11666666666666667
30,1000000.0,30,0,0,0,300,4,0.9866666666666667,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,36.65940503050941,32.095280704599475,55.11438445672897,112.850844358044,0.01
30,10000000.0,0,0,0,30,300,300,0.0,0.02666666666666667,0.01357306980864708,0.05172894295058982,0.9433333333333334,0.9111340419775253,0.9643225235367106,1.0,0.9873570287754538,0.9999999999999998,0.4608916279538584,0.36761853900432706,0.5159588902467712,1.0189632195570106,0.0
30,10000000.0,0,0,10,20,300,300,0.0,0.04666666666666667,0.027998933682334012,0.07679736022792105,0.9866666666666667,0.9662244697474675,0.9948030382606411,1.0,0.9873570287754538,0.9999999999999998,0.38239396783950297,0.27532567985235396,0.4028087785507613,0.7788098099529295,0.0
30,10000000.0,0,0,20,10,300,300,0.0,0.08333333333333333,0.057080874056394275,0.12012160196406074,0.9966666666666667,0.9813633063054688,0.9994113422781488,1.0,0.9873570287754538,0.9999999999999998,0.276666960181917,0.2312039506394447,0.30737838992428074,0.6465339586239113,0.0
30,10000000.0,0,0,30,0,300,300,0.0,0.16,0.1228535455840995,0.20574367484859174,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.21055282745850296,0.17281591364803567,0.2277516969815703,0.440982735052834,0.0
30,10000000.0,0,10,0,20,300,300,0.0,0.03333333333333333,0.01820494733885481,0.06026182580405482,0.9,0.8608335376153785,0.9290520854049847,1.0,0.9873570287754538,0.9999999999999998,0.5964618950291545,0.47492851819214393,0.6000683059561334,1.2088812185440427,0.0
30,10000000.0,0,10,10,10,300,300,0.0,0.03333333333333333,0.01820494733885481,0.06026182580405482,0.97,0.9439774608583589,0.9841381461905676,1.0,0.9873570287754538,0.9999999999999998,0.4103911891204457,0.3209072803052968,0.452875115887012,0.9392891824241916,0.0
30,10000000.0,0,10,20,0,300,300,0.0,0.07333333333333333,0.04892399383922859,0.10853134160571733,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.2658628033694937,0.19914460692472696,0.28715978702631895,0.5446133257639243,0.0
30,10000000.0,0,20,0,10,300,300,0.0,0.01,0.003406618437715286,0.02898349336233983,0.6333333333333333,0.5774367141816825,0.6858584934917717,0.9766666666666667,0.9526280277317246,0.9886523397008747,0.8164976211333714,0.6297330489605458,2.757267051625611,2.3206058485731798,0.016666666666666666
30,10000000.0,0,20,10,0,300,300,0.0,0.06333333333333334,0.040916882383915276,0.09679131248552161,0.93,0.8953639895740667,0.9537630551728237,1.0,0.9873570287754538,0.9999999999999998,0.41611220067693977,0.32728641959782984,0.4625610895902157,1.0759966173001816,0.0
30,10000000.0,0,30,0,0,300,6,0.98,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,60.67115044839005,35.37069531395174,74.01308251712379,128.7904859835031,0.02
30,10000000.0,10,0,0,20,300,300,0.0,0.006666666666666667,0.0018301483579117855,0.023977583250306973,0.8633333333333333,0.8198445870022494,0.8976348539079136,1.0,0.9873570287754538,0.9999999999999998,0.5778404822227844,0.4459524493205846,0.6397987487987224,1.262254872315428,0.0
30,10000000.0,10,0,10,10,300,300,0.0,0.04,0.023027321487942308,0.06860421203864003,0.9833333333333333,0.9615846051669054,0.9928605226493666,1.0,0.9873570287754538,0.9999999999999998,0.40525435689481754,0.31894231414985086,0.45032869192138303,0.8880993822251233,0.0
30,10000000.0,10,0,20,0,300,300,0.0,0.1,0.07094791459501532,0.1391664623846215,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.26669195460173867,0.20116899090450985,0.2826846092402445,0.5660498299800722,0.0
30,10000000.0,10,10,0,10,300,300,0.0,0.013333333333333334,0.005196961739358857,0.03377553025253262,0.56,0.503422038437878,0.6150608050151765,0.99,0.9710165066376601,0.9965933815622847,0.9333815167182006,0.795744420983894,1.665121437740935,2.3200086466195593,0.006666666666666667
30,10000000.0,10,10,10,0,300,300,0.0,0.043333333333333335,0.025496448084407246,0.07271746563401146,0.95,0.9191529665272558,0.9694683593706526,1.0,0.9873570287754538,0.9999999999999998,0.4097071758846388,0.3247990562730876,0.4573945035865629,0.9712137039682672,0.0
30,10000000.0,10,20,0,0,300,0,1.0,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,,,,,1.0
30,10000000.0,20,0,0,10,300,300,0.0,0.006666666666666667,0.0018301483579117855,0.023977583250306973,0.6033333333333334,0.5470046178899679,0.6570491680569592,0.9666666666666667,0.9397381741959452,0.9817950526611452,0.851992804231154,0.6456283503461924,2.2319128503846106,2.293533001047446,0.013333333333333334
30,10000000.0,20,0,10,0,300,300,0.0,0.04666666666666667,0.027998933682334012,0.07679736022792105,0.9733333333333334,0.9482710570494102,0.9864269301913529,1.0,0.9873570287754538,0.9999999999999998,0.37576875407535104,0.3039449299835091,0.4127147311772453,0.8480285716031256,0.0
30,10000000.0,20,10,0,0,300,0,1.0,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,,,,,1.0
30,10000000.0,30,0,0,0,300,0,1.0,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,,,,,1.0
30,100000000.0,0,0,0,30,300,297,0.010000000000000009,0.0,8.673617379884035e-19,0.012642971224546034,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.09,0.06259022560547936,0.12777701079864834,14.153745698556737,15.386264437739355,24.32817631802291,100.66620527071834,0.18
30,100000000.0,0,0,10,20,300,300,0.0,0.0,8.673617379884035e-19,0.012642971224546034,0.01,0.003406618437715286,0.02898349336233983,0.29,0.24156454610318367,0.3437455018111255,7.727915977095762,7.367634019924119,12.593220388319304,39.57574286022613,0.056666666666666664
30,100000000.0,0,0,20,10,300,300,0.0,0.0,8.673617379884035e-19,0.012642971224546034,0.03,0.01586185380943231,0.05602253914164096,0.4266666666666667,0.3719735758386311,0.4832140599409689,5.488474564641564,4.229524800929807,7.539031329364398,14.328004924658945,0.016666666666666666
30,100000000.0,0,0,30,0,300,300,0.0,0.0,8.673617379884035e-19,0.012642971224546034,0.03,0.01586185380943231,0.05602253914164096,0.61,0.553748567961591,0.6634699783690088,4.135664804123839,3.5295228432481274,4.751767515574452,11.067012350836352,0.0
30,100000000.0,0,10,0,20,300,269,0.10333333333333339,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.07333333333333333,0.04892399383922859,0.10853134160571733,15.959441980013302,23.63209112391864,30.790990077040114,107.68222010584292,0.27
30,100000000.0,0,10,10,10,300,299,0.0033333333333332993,0.0,8.673617379884035e-19,0.012642971224546034,0.03333333333333333,0.01820494733885481,0.06026182580405482,0.27666666666666667,0.22911058318108624,0.32986994396587765,7.251268970195813,6.62504738840439,11.716320264350964,38.36984159042081,0.06333333333333334
30,100000000.0,0,10,20,0,300,300,0.0,0.0,8.673617379884035e-19,0.012642971224546034,0.01,0.003406618437715286,0.02898349336233983,0.46,0.4044631474970939,0.5165482902008698,5.305281168571215,4.523249969283656,8.194944239710466,14.241001007340408,0.02
30,100000000.0,0,20,0,10,300,121,0.5966666666666667,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.03,0.01586185380943231,0.05602253914164096,19.44959620686259,39.130135113476946,37.82964077985405,126.53761893702766,0.16666666666666666
30,100000000.0,0,20,10,0,300,275,0.08333333333333337,0.0,8.673617379884035e-19,0.012642971224546034,0.01,0.003406618437715286,0.02898349336233983,0.26666666666666666,0.21980599244000376,0.31942739413145094,7.498377507607729,7.398217492651984,15.112334071022488,75.04029719793603,0.08
30,100000000.0,0,30,0,0,300,0,1.0,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,,,,,1.0
30,100000000.0,10,0,0,20,300,269,0.10333333333333339,0.0,8.673617379884035e-19,0.012642971224546034,0.006666666666666667,0.0018301483579117855,0.023977583250306973,0.08,0.054346855395144764,0.11627324043347391,16.49837218415952,25.39508524696869,31.452640477421905,117.94515250708342,0.24333333333333335
30,100000000.0,10,0,10,10,300,300,0.0,0.0,8.673617379884035e-19,0.012642971224546034,0.01,0.003406618437715286,0.02898349336233983,0.30666666666666664,0.2572057600770161,0.3610161887964749,7.681684951551271,9.057622859394165,15.667827889952065,65.2904463440029,0.11
30,100000000.0,10,0,20,0,300,300,0.0,0.0,8.673617379884035e-19,0.012642971224546034,0.03,0.01586185380943231,0.05602253914164096,0.45,0.394689901646408,0.5065743954760465,5.363990599178713,4.481706859050378,7.214273713751648,13.664817529571021,0.016666666666666666
30,100000000.0,10,10,0,10,300,115,0.6166666666666667,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.03,0.01586185380943231,0.05602253914164096,17.15157065015304,25.267394518802064,30.75725839900364,104.23217085467671,0.11333333333333333
30,100000000.0,10,10,10,0,300,273,0.08999999999999997,0.0,8.673617379884035e-19,0.012642971224546034,0.013333333333333334,0.005196961739358857,0.03377553025253262,0.3,0.2509396637848768,0.35411752470494157,7.568237910240295,9.580136860900822,17.431710167228914,74.27339302784237,0.13333333333333333
30,100000000.0,10,20,0,0,300,0,1.0,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,,,,,1.0
30,100000000.0,20,0,0,10,300,127,0.5766666666666667,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.03,0.01586185380943231,0.05602253914164096,18.732988742539277,43.52708479574508,36.53472996584927,103.8123373565428,0.16333333333333333
30,100000000.0,20,0,10,0,300,283,0.05666666666666664,0.0,8.673617379884035e-19,0.012642971224546034,0.02,0.009197631557703617,0.042939620817860576,0.31,0.26034352510199493,0.3644608039633325,7.136284894160362,7.919592935176901,16.223506237171133,76.52004280320162,0.12666666666666668
30,100000000.0,20,10,0,0,300,0,1.0,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,,,,,1.0
30,100000000.0,30,0,0,0,300,0,1.0,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,0.0,8.673617379884035e-19,0.012642971224546034,,,,,1.0
50,1000000.0,0,0,0,50,300,300,0.0,0.9766666666666667,0.9526280277317246,0.9886523397008747,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.033209857309085,0.02595487057379327,0.038163923169624914,0.07662022834196776,0.0
50,1000000.0,0,0,10,40,300,300,0.0,0.9833333333333333,0.9615846051669054,0.9928605226493666,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.02887706754346365,0.02363803180927415,0.03350876657984217,0.06094200002665094,0.0
50,1000000.0,0,0,20,30,300,300,0.0,0.9633333333333334,0.9355461518281071,0.979404694837147,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.02688922561053,0.02216340737393553,0.032750606212560554,0.07387056863290227,0.0
50,1000000.0,0,0,30,20,300,300,0.0,0.9666666666666667,0.9397381741959452,0.9817950526611452,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.023164714791524398,0.0207950014207463,0.03074446300546405,0.07576394827818429,0.0
50,1000000.0,0,0,40,10,300,300,0.0,0.9733333333333334,0.9482710570494102,0.9864269301913529,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.020438366840392852,0.01427278207237155,0.025367136651921564,0.05050510845841235,0.0
50,1000000.0,0,0,50,0,300,300,0.0,0.9733333333333334,0.9482710570494102,0.9864269301913529,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.015279525101244699,0.013103774751236023,0.021077219645698676,0.03770990667136153,0.0
50,1000000.0,0,10,0,40,300,300,0.0,0.29333333333333333,0.24468634082804494,0.34720608727810065,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.16059180624575514,0.16694913025620045,0.18168971005377613,0.3939901745471158,0.0
50,1000000.0,0,10,10,30,300,300,0.0,0.3333333333333333,0.2823934472922627,0.38848754311591926,0.9966666666666667,0.9813633063054688,0.9994113422781488,1.0,0.9873570287754538,0.9999999999999998,0.1536615301133987,0.1644180349757592,0.1846705576919832,0.4271117573385815,0.0
50,1000000.0,0,10,20,20,300,300,0.0,0.25333333333333335,0.20744975020452644,0.30545411559958296,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.159226829937193,0.14125753964515955,0.1802541133375603,0.3677566371293608,0.0
50,1000000.0,0,10,30,10,300,300,0.0,0.3,0.2509396637848768,0.35411752470494157,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.1603067548905767,0.15225056971261108,0.17998647141654983,0.42759913823734036,0.0
50,1000000.0,0,10,40,0,300,300,0.0,0.29333333333333333,0.24468634082804494,0.34720608727810065,1.0,0.9873570287754538,0.9999999999999998,1.0,0.9873570287754538,0.9999999999999998,0.1701795006901825,0.17204292474608796,0.18364314451528818,0.41454259833663626,0.0
50,1000000.0,0,20,0,30,300,300,0.0,0.09666666666666666,0.06815029481828931,0.13538170196951116,0.99,0.9710165066376601,0.9965933815622847,1.0,0.9873570287754538,0.9999999999999998,0.32278198227908783,0.29287218425008377,0.354748682868909,0.7326675869680137,0.0
