scenario,n_mc,n_valid,p_invalid,p_err<0.1deg,p_err<0.1deg_lo,p_err<0.1deg_hi,p_err<1.0deg,p_err<1.0deg_lo,p_err<1.0deg_hi,p_err<5.0deg,p_err<5.0deg_lo,p_err<5.0deg_hi,median_err_deg,iqr_err_deg,mean_err_deg,p95_err_deg,p_catastrophic
E8|NC1_random_b,2000,2000,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,1.0842021724855044e-19,0.001917047281252934,0.0005,8.826773070546787e-05,0.0028268625032662133,89.29123311748603,60.28391222569799,90.51311193259615,154.13589071823768,0.9415
E8|NC2_full_mismatch,2000,2000,0.0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0035,0.0016964316970424177,0.007207196253241745,0.0145,0.01011467734679028,0.020746775563306317,86.7479639372209,64.12481560392783,85.44862196104049,150.47829957855694,0.8985
