chirality,n_mc,n_valid,p_invalid,p_err<0.1deg,p_err<0.1deg_lo,p_err<0.1deg_hi,p_err<1.0deg,p_err<1.0deg_lo,p_err<1.0deg_hi,p_err<5.0deg,p_err<5.0deg_lo,p_err<5.0deg_hi,median_err_deg,iqr_err_deg,mean_err_deg,p95_err_deg,p_catastrophic,p_mirror_wrong,p_chirality_used
False,2000,2000,0.0,0.0225,0.01685787548400037,0.02997290466959618,0.4975,0.4756130164970905,0.5193965687393156,0.5265,0.5045878589770459,0.5483105375170475,1.0499226321963717,57.8193520181423,32.67852273977154,128.92752183527867,0.3645,0.4955,0.0
True,2000,2000,0.0,0.0315,0.02469804258437448,0.0400982307181595,0.973,0.9649388695134226,0.9792476037585119,1.0,0.9980829527187469,0.9999999999999998,0.42505183450020007,0.32710276499809265,0.45644005829729606,0.9198752706555601,0.0,0.0,1.0
