source_id,source_class,ra_deg,dec_deg,distance_optional,proper_motion_ra_optional,proper_motion_dec_optional,radial_velocity_optional,metadata_json_optional
ICRF J000435.6-473619,quasar,1.1485647359583333,-47.60544541102778,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J000504.3+542824,quasar,1.2681805876666665,54.473590121250005,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J000557.1+382015,quasar,1.4882307991666666,38.3375413845,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J000613.8-062335,quasar,1.5578870084583336,-6.393148817805556,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J000903.9+062821,quasar,2.2663827199999997,6.472566606222222,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J001031.0+105829,quasar,2.6291912593749998,10.974862327916666,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J001101.2-261233,quasar,2.7551947386666664,-26.209271354527775,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J001135.2+082355,quasar,2.896956695208333,8.398773987166667,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J001259.9-395426,quasar,3.2496242605416668,-39.90723799836111,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J001448.7+611743,quasar,3.703300426083333,61.29542847352778,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J001534.3-180725,quasar,3.893018835625,-18.12377377516667,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J001611.0-001512,quasar,4.046202320708334,-0.2534569823055556,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J001708.4+813508,quasar,4.285311801625,81.58559335930555,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J001937.8+202145,quasar,4.907727053541667,20.362679057500003,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J001939.7+260252,quasar,4.915752444958333,26.04785480313889,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J001945.7+732730,quasar,4.940776559625,73.45833821955556,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J002232.4+060804,quasar,5.635171709208333,6.134519179222223,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J002406.7-682054,quasar,6.028012593625,-68.34849654391667,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J002703.2+595852,quasar,6.763692641666666,59.98137764225,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J003814.7-245902,quasar,9.561397992041666,-24.983954277555558,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J004057.6-014632,quasar,10.240048221458332,-1.7755627391666666,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J004219.4+570836,quasar,10.581048639583333,57.143496108444445,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J004450.7+680302,quasar,11.211498408541665,68.05074610622222,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J004700.4+565742,quasar,11.75178688075,56.96177626708334,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J004705.9+031954,quasar,11.774661387708333,3.331884927583333,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J004847.1+315725,quasar,12.196422841416668,31.956968006055554,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J004943.2+023703,quasar,12.4301497725,2.617716224527778,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J004959.4-573827,quasar,12.497804531249999,-57.64092773561111,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J005041.3-092905,quasar,12.672155730416668,-9.484780628944444,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J005109.5-422633,quasar,12.789591128375,-42.44258162813889,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J005655.2+162513,quasar,14.230393029750001,16.420372480083333,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J005833.8+062006,quasar,14.640852368416667,6.335020461083333,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J005846.5-565911,quasar,14.694088448541667,-56.98651948111111,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J005952.2+581223,quasar,14.967537498499999,58.20657865755556,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J010051.6+680820,quasar,15.215266618208334,68.13903627302778,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J010218.6-754651,quasar,15.577750768458335,-75.78103625927778,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J010245.7+582411,quasar,15.690676582375003,58.40309350761111,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J010645.1-403419,quasar,16.687949964166666,-40.57221119319445,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J010838.7+013500,quasar,17.161546299125,1.5834214102222224,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J010927.8+314956,quasar,17.366196551958332,31.832235888305554,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J010946.3+613330,quasar,17.443101542833332,61.55845988563889,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J011012.8+680541,quasar,17.553639443875003,68.09478241480555,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J011205.8+224438,quasar,18.024269608624998,22.74410737436111,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J011210.1+202021,quasar,18.042461749666668,20.339378893194443,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J011212.9+352219,quasar,18.05393496245833,35.372037862805556,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J011250.3+320817,quasar,18.209721021375,32.13817571925,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J011327.0+494824,quasar,18.362528326833335,49.80667869702778,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J011343.1+022217,quasar,18.42977064641667,2.3714767583333334,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J011517.0-012704,quasar,18.821249639958335,-1.4512714666388888,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J011612.5-113615,quasar,19.052175078041664,-11.604287397194444,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J011748.7-211106,quasar,19.453250559291664,-21.18517582247222,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J012128.9+112700,quasar,20.370829980875,11.450139795305555,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J012141.5+114950,quasar,20.423312703125003,11.830670336444443,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J012156.8+042224,quasar,20.48692370766667,4.373537301277778,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J012213.9-001801,quasar,20.55796037320833,-0.3002917445,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J012238.8+250231,quasar,20.6617332245,25.042164652722224,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J012343.0+261522,quasar,20.929354914458333,26.256229684916665,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J012528.8-000555,quasar,21.370182612333338,-0.09886990372222222,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J012642.7+255901,quasar,21.678302599541666,25.983694550027778,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J012830.5+630629,quasar,22.127354550875,63.10830050566667,,,,,"{""catalogue"": ""ICRF3-K""}"
ICRF J013027.6+084246,quasar,22.615143476625,8.712825541472222,,,,,"{""catalogue"": ""ICRF3-K""}"
