source_id,ra,dec,parallax,pmra,pmdec,radial_velocity,phot_g_mean_mag
1576683529448755328,193.50817846782095,55.959784778923755,,,,,1.731607
6560604777055249536,332.05907779469464,-46.96161734131188,,,,,1.7732803
1510374147844219904,206.8843267438112,49.313201807217496,,,,,1.881019
3377166289889430656,95.74037353106223,22.51309871600816,,,,,1.8813683
418551920284673408,10.12724197930297,56.53718879378639,14.090976249252234,49.12564571845064,-31.595374311196693,,1.9425238
4677205714465503104,69.1893185844083,-62.07749050901024,,,,,1.9587749
6026152137856166912,252.53759018899078,-34.294371751412214,,,,,1.9910356
4357027756659697664,243.58621066034064,-3.694967708333353,20.411292350652413,-45.34001940987892,-144.43272215287442,,2.0164251
426558460884582016,14.177450998208093,60.71672280471204,,,,,2.0645833
3011968416163350272,86.93912852502406,-9.669607137549677,,,,,2.0778263
5589311357728452608,109.28559423278779,-37.097444485279574,5.762063161817684,-11.561999924300897,6.520111466968526,,2.0832374
4993479684438433792,6.57215550145885,-42.30782032569077,39.91825815729799,176.2682926212513,-398.87213472266046,,2.0899775
4493746564376875520,263.7341968642716,12.559009843277153,,,,,2.1082857
142853330981747328,46.29487462677558,38.83980896875264,,,,,2.111629
2067518817314952576,305.55710787667306,40.2566736114266,,,,,2.1137252
4038055447778237312,274.4060904518451,-36.76242931758906,23.885852068095137,-131.80407046542277,-166.30893037257962,,2.1164951
1279798794197267072,221.24648617076684,27.074315757773466,13.82667260913517,-50.81825554241812,21.02352084436887,,2.1833525
160886283751041408,74.24843702624405,33.16601472318802,7.249065034494049,3.8169754472223425,-17.786274545345467,,2.1975422
1869302503206674304,311.5547590119282,33.9717003123585,,,,,2.2109652
5300300156538723328,139.2723686431627,-59.27517582046192,,,,,2.213786
4302054339959905920,296.56498571046956,10.613252703828636,5.589928355256642,16.232737511703284,-1.354232773419788,,2.223692
6127791439360208640,190.3779930225551,-48.95978360109781,,,,,2.2270558
423018377034969216,2.2990654282325518,59.14897576410493,,,,,2.232691
3220756843825383936,83.00165624929525,-0.2990788925812489,,,,,2.2487726
5534788672055388032,120.89585713760054,-40.00307350941095,,,,,2.2542944
3377072212924335488,93.71906923878569,22.50675368193066,,,,,2.2620378
1222646935698492160,233.67254376294218,26.714295174747274,42.24080076261629,118.92724128982546,-87.71096348146563,,2.2693703
5111187420714898304,59.507642022011794,-13.509012610930261,17.00162879163835,62.22700221870858,-112.00607671028064,,2.2707934
1563590579347125632,200.98237336533253,54.92525907860076,40.213284471127004,122.46748022957269,-22.68188642875364,,2.282647
4049506483413484672,275.24868220695066,-29.82822386700995,7.846769491115783,33.211995167893946,-27.36096961705406,,2.296982
6227443304915069056,226.0172005141403,-25.2821590562471,12.538654525627177,-73.48399761123272,-42.632144437537974,,2.3034124
804753180515722624,155.58176101601168,41.49966386040507,17.798718499448466,-73.74880343645458,28.259324999144575,,2.32451
5905821894507108864,220.4821588727846,-47.388273117597144,,,,,2.3246517
4429785739602747392,236.0675744297602,6.4258326669088035,43.94497411580315,133.92233920144864,45.55042108403326,,2.3253543
2106630885454013184,283.83388403904866,43.946451132674866,10.440410406499382,20.136233498600635,81.34922542993326,,2.3616831
5922444483103229952,261.3248860596135,-55.529996917051356,4.560053792219337,-8.039169337949994,-25.92658289598858,,2.3912818
6407842789021567872,334.62477862508103,-60.25977542657531,17.732356212677455,-76.99973801843797,-32.82300860348311,,2.396663
856096765753549056,165.46097417209683,56.38257749355825,38.60307997876443,79.9586126663101,32.364540942038154,,2.3985364
3704342295607157120,193.89877797423057,3.3972301950318524,17.4064804454874,-469.7138768334123,-53.70998944969009,,2.4037774
5961206940987571200,265.62193838278046,-39.03009162628322,,,,,2.4227042
2193192137376175488,319.64633694354825,62.58579604829105,,,,,2.428267
792588939773693568,178.45836676657404,53.694797326318046,,,,,2.4362755
4473334474604992384,265.86794661822,4.568012245771951,39.22844495769126,-41.79318180686009,159.42988775386635,,2.4423249
3501215734352781440,188.59681758232725,-23.397012233844624,22.00492733579523,1.1162392204898848,-56.70396951863153,,2.448283
5605797194566011520,111.0237381697198,-29.303082980151718,,,,,2.4504085
2202630001603369856,325.87694430713873,58.78002783444686,0.11902358415373226,3.4393409565980617,-4.108339831164347,,2.450726
4629125170492116224,56.810583950214635,-74.23845269276111,15.07934675483247,50.79864554281097,114.79143876879375,,2.4740036
5310393535853560576,140.52832321650078,-55.01061135363584,,,,,2.487886
702343774145932544,140.2625728404832,34.39263287351821,14.704195701416294,-218.72256286031558,16.555167975677605,,2.488654
1625209684868707328,245.9977069286059,61.514463511632556,35.71632757836309,-16.394368866203294,57.09390745268847,,2.494415
2816504901198512768,346.19050678740496,15.205082982106333,,,,,2.5036576
6126469654585981952,182.08939329942342,-50.72248107334658,5.7179329578318505,-42.613146390430266,-11.134816926988861,,2.508257
5917537534527580160,254.65491303478962,-55.99029939641002,5.772484443283007,-17.51823774702156,-36.120035038888346,,2.5107856
5361403934691772160,161.6928645043898,-49.420476913951866,29.050584144755422,68.53673565077756,-48.81915516222894,,2.5133939
4076915349846977664,276.99244340050245,-25.422523033637848,42.91983428306095,-46.151553394133586,-185.06736012548174,,2.5435061
5306951892646516992,142.80522590576416,-57.03435042166543,14.623396609093676,-32.615183222963346,5.856565752556893,,2.5465453
1297565458994346240,247.55452931903397,21.48954466071868,22.002254438170677,-98.82186841087012,-14.869239096336226,,2.547638
1415230383034813824,262.6080575941285,52.301443329615346,8.919816494942994,-16.12587706896328,11.357536206993439,,2.5482864
2971266110612490624,83.18258484252563,-17.822282254766677,1.6817195427885396,3.3641908258333144,1.4840057540654934,,2.5535128
6247207266946218112,241.35926902767926,-19.80555058042707,,,,,2.5550153
4337352305320149760,249.28979755823173,-10.566976077121021,7.408845727983025,10.464966834036836,24.741567563021235,,2.5565956
1244946371540479616,208.67086285879768,18.39612273503526,,,,,2.5583582
3990320597065899776,168.52777245409249,20.523137041266512,,,,,2.5716317
6170243926896213120,207.36109585015143,-34.451040500017236,,,,,2.5794034
5099455184968674560,49.87942190770887,-21.75771998267506,10.615268776173938,52.7739441986668,32.718263924053616,,2.5895581
5502164890740285696,102.48426657164553,-50.61484787877496,18.757713279082175,32.618184414772365,-69.56573406322882,,2.6184993
3736865265441207424,195.54291476874843,10.95923674149768,30.210957333166505,-273.792912720649,19.803882348563043,,2.619051
2968097043228517120,82.06131804802973,-20.759815662845018,20.869734045876413,-5.747658161056199,-83.64984625289725,,2.627176
3490234568129160704,182.53082136956726,-22.619722010989726,10.598376382247242,-72.01853020892453,10.636922874839017,,2.6297014
6319542659461082752,229.25128229268978,-9.383003328572958,,,,,2.6346583
5512070906394195968,112.30725962073404,-43.300592607109294,17.023374330493326,-61.62816586114198,189.62722040883722,,2.6405158
3384529341302871296,100.98300597068413,25.131074836391473,3.747653899374491,-4.853370650365749,-11.780095106031592,,2.6483977
447071293401293056,46.19914439438418,53.50642323794812,14.125159961030231,-14.193633797013735,-8.684344352814376,,2.651
2026116260337482112,292.6803397469523,27.959624176962155,8.981563552668588,4.915363569551001,-11.127208901450981,,2.651682
2900546759663847168,84.91226376039107,-34.07421247244894,11.400786448797566,1.6847124451941056,-24.344562451710896,,2.6532035
2962546605447869184,76.36538394458108,-22.371367602513757,15.599908298075055,24.048504491467565,-74.95097440824634,,2.6534927
779106556394253824,167.41547770774767,44.4983642995888,23.227226550456237,-62.62009416691988,-27.777557179537723,,2.68003
510204838759030144,21.45661245731054,60.235067611380984,32.02972419177956,296.42007959813117,-49.12702186535588,,2.6805298
4683897617110115200,6.482504988433097,-77.25279546754571,133.71940556671353,2218.9845482530773,326.44454180123256,,2.6807318
5908509891197204480,224.63280437033956,-43.13413617160934,,,,,2.6952581
5855593454594292736,189.29540488035568,-69.1356236855019,,,,,2.6997497
1339952869195300608,258.7616572468772,36.809174548038804,8.899064345249363,-27.40209075014929,2.924771069071474,,2.7025177
5859405805013401984,184.39008382548533,-67.96085330413052,9.991496143923554,-230.607030300514,-26.205687717494953,,2.7034264
2671038928727970944,322.8898027828743,-5.571211107815946,5.972785301344111,19.213674953612266,-8.16294285004504,,2.7120852
1312665361415345920,250.31919789825196,31.604583878359982,,,,,2.7169063
